,Tweet Text
965,Maryam Nawaz Sharif just deleted this 😂😂 she must of realised how stupid this statement was. Opposition can't handle the fac…
966,"24 out of 34 newly selected Ministers or on bail with charges from theft to murder and rape. Let this sink in. 
#امپورٹڈ_حکوم…"
967,"Reached Lahore 

#امپورٹڈ_حکومت_نامنظور"
968,Pakistani is officially sold to Americans and handed to criminals. History wouldn’t forget this betrayal. You have placed lan…
969,"I'm not BOT
#امپورٹڈ_حکومت_نامنظور"
970,"#امپورٹڈ_حکومت_نامنظور

Now I also Major General from Today"
971,Recent data on our historic HT: 6.12 crore tweets &amp; 15.22 crore engagement. History has been made by PTI Family! #امپورٹڈ_…
972,#Establishment #SupremeCourtofPakistan  #opposition against The Pakistani Public Opinion = #civilwar that what i se… https://t.co/6IfezinhXT
973,“Lahore is ready to break all Jalsa records of PTI”-@Hammad_Azhar #امپورٹڈ_حکومت_نامنظور https://t.co/VXIVBxbrTt
974,"This is Chaudry Adnan and i am NOT a BOT 
@MaryamNSharif
 
Also i would like to take this immense opportunity to say…"
975,"Leaders Must be close enough to relate to others, But far enough ahead to motivate them.
#امپورٹڈ_حکومت_نامنظور https:/…"
976,A professional man like Dr Faisal Sultan is replaced by Qadir Patel. Kis kis baat par banda rona roye. #امپورٹڈ_حکومت_نامنظ…
977,"The battle of truth and falsehood has started.
The people of Lahore will support Imran Khan. #21stApril

#امپورٹڈ_حکومت…"
978,A professional man like Dr Faisal Sultan is replaced by Qadir Patel. Kis kis baat par banda rona roye. #امپورٹڈ_حکومت_نامنظ…
979,"Just Because of Imran Khan. 

#امپورٹڈ_حکومت_نامنظور"
980,"Off to LAHORE for 21st April @PTIofficial #LAHORE JALSA on direction of Chairman @ImranKhanPTI 

#امپورٹڈ_حکومت_نامنظو…"
981,"Engro Thar Coal Power Plant (LOCAL COAL) producing Elctricity at Rs 3.62/unit

While IMPOED COAL Plants
Hubco Coal at R…"
982,"Sir you are imported and I don’t accept you as Prime Minister of Pakistan. 
#PakistanNeedsElections 
#امپورٹڈ_حکومت_نامنظور"
983,"She is the Revolution. Sub kee kampain tang rahee hain. Sub Kee.
#امپورٹڈ_حکومت_نامنظور
#PakistanNeedsElections https://t.c…"
984,"24 out of 34 newly selected Ministers or on bail with charges from theft to murder and rape. Let this sink in. 
#امپورٹڈ_حکوم…"
985,"Yesterday, Today and Tomorrow..... Everyday this
#امپورٹڈ_حکومت_نامنظور"
986,A professional man like Dr Faisal Sultan is replaced by Qadir Patel. Kis kis baat par banda rona roye. #امپورٹڈ_حکومت_نامنظ…
987,I'm NOT A BOT but we are well informed that's why we all stand with our Great Leader the one and only Imran Khan ❤️❤️❤️…
988,"The revolution has started.

 #امپورٹڈ_گورمنٹ_نامنظور #امپورٹڈ_حکومت_نامنظور
#the_revolution_has_started https://t.co/CG3w8DOqGQ"
989,"Maryam Nawaz deleted this as they investigated the wrong hashtag used and Pmln worker was behind it.🤣🤣

#امپورٹڈ_حکومت_ن…"
990,"The difference between Imran Khan cabinet vs Showbaz Sharif Cabinet!
#BreakingNews  Qadir Patel
#امپورٹڈ_حکومت_نامنظور 

Nati…"
991,A decent man wouldn’t rate Qadir Patel more than a Bhutto family servant &amp; Mosh Zaidi was praising him as if he is the glue t…
992,"|￣￣￣￣￣￣￣￣￣￣￣￣|
220 Million Pakistani Bots
want Elections
|＿＿＿＿＿＿＿＿＿＿＿＿|
                     \ (•◡•) /…"
993,"Mam Please mention Hastag always!!1
#امپورٹڈ_حکومت_نامنظور"
994,"Good day BOTS how ya all doing 

#امپورٹڈ_حکومت_نامنظور"
995,"Expected performance of Imported Cabinat will be:

Garbage in, Garbage out!

#امپورٹڈ_حکومت_نامنظور"
996,"Reached Lahore 

#امپورٹڈ_حکومت_نامنظور"
997,A professional man like Dr Faisal Sultan is replaced by Qadir Patel. Kis kis baat par banda rona roye. #امپورٹڈ_حکومت_نامنظ…
998,"Qadir Patel was arrested for working with Uzair Baloch and Dr. Asim on charges of Corruption, Drugs Dealing even Murders.…"
999,"A horrible downgrade in Health Ministry

Abdul Qadir Patel        Dr. Faisal Sultan
out of jail on Bail          40 year…"
